GeoName,LineCode,Description,Unit,Year,Value
"Boone, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1322829
"Boone, AR",2,Population (persons) 1/,Number of persons,2018,37325
"Boone, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,35441
"Bradley, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,415559
"Bradley, AR",2,Population (persons) 1/,Number of persons,2018,10702
"Bradley, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,38830
"Calhoun, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,178178
"Calhoun, AR",2,Population (persons) 1/,Number of persons,2018,4886
"Calhoun, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36467
"Carroll, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,926303
"Carroll, AR",2,Population (persons) 1/,Number of persons,2018,27989
"Carroll, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33095
"Chicot, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,382119
"Chicot, AR",2,Population (persons) 1/,Number of persons,2018,10651
"Chicot, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,35876
"Clark, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,791912
"Clark, AR",2,Population (persons) 1/,Number of persons,2018,21752
"Clark, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36406
"Clay, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,509005
"Clay, AR",2,Population (persons) 1/,Number of persons,2018,14873
"Clay, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34223
"Cleburne, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,941056
"Cleburne, AR",2,Population (persons) 1/,Number of persons,2018,24885
"Cleburne, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,37816
"Cleveland, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,318296
"Cleveland, AR",2,Population (persons) 1/,Number of persons,2018,7655
"Cleveland, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,41580
"Columbia, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,853806
"Columbia, AR",2,Population (persons) 1/,Number of persons,2018,23100
"Columbia, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36961
"Conway, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,789053
"Conway, AR",2,Population (persons) 1/,Number of persons,2018,20589
"Conway, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,38324
"Craighead, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,4005652
"Craighead, AR",2,Population (persons) 1/,Number of persons,2018,108549
"Craighead, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36902
"Crawford, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,2065368
"Crawford, AR",2,Population (persons) 1/,Number of persons,2018,60805
"Crawford, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33967
"Crittenden, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1768194
"Crittenden, AR",2,Population (persons) 1/,Number of persons,2018,48732
"Crittenden, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36284
"Cross, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,579336
"Cross, AR",2,Population (persons) 1/,Number of persons,2018,17095
"Cross, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33889
"Dallas, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,250010
"Dallas, AR",2,Population (persons) 1/,Number of persons,2018,6804
"Dallas, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36745
"Desha, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,428836
"Desha, AR",2,Population (persons) 1/,Number of persons,2018,11699
"Desha, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36656
"Drew, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,656191
"Drew, AR",2,Population (persons) 1/,Number of persons,2018,17753
"Drew, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36962
"Faulkner, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,4747404
"Faulkner, AR",2,Population (persons) 1/,Number of persons,2018,122741
"Faulkner, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,38678
"Franklin, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,584397
"Franklin, AR",2,Population (persons) 1/,Number of persons,2018,17158
"Franklin, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34060
"Fulton, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,342704
"Fulton, AR",2,Population (persons) 1/,Number of persons,2018,12071
"Fulton, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,28391
"Garland, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,3913245
"Garland, AR",2,Population (persons) 1/,Number of persons,2018,99417
"Garland, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,39362
"Grant, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,685170
"Grant, AR",2,Population (persons) 1/,Number of persons,2018,17831
"Grant, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,38426
"Greene, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1551987
"Greene, AR",2,Population (persons) 1/,Number of persons,2018,45515
"Greene, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34098
"Hempstead, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,686863
"Hempstead, AR",2,Population (persons) 1/,Number of persons,2018,20671
"Hempstead, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33228
"Hot Spring, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1032337
"Hot Spring, AR",2,Population (persons) 1/,Number of persons,2018,33074
"Hot Spring, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,31213
"Howard, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,478604
"Howard, AR",2,Population (persons) 1/,Number of persons,2018,13007
"Howard, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36796
"Independence, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1321949
"Independence, AR",2,Population (persons) 1/,Number of persons,2018,37907
"Independence, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34873
"Izard, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,409551
"Izard, AR",2,Population (persons) 1/,Number of persons,2018,13544
"Izard, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,30239
"Jackson, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,623557
"Jackson, AR",2,Population (persons) 1/,Number of persons,2018,16858
"Jackson, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36989
"Jefferson, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,2347215
"Jefferson, AR",2,Population (persons) 1/,Number of persons,2018,69441
"Jefferson, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33802
"Johnson, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,761706
"Johnson, AR",2,Population (persons) 1/,Number of persons,2018,26016
"Johnson, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,29278
"Lafayette, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,234232
"Lafayette, AR",2,Population (persons) 1/,Number of persons,2018,6437
"Lafayette, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36388
"Lawrence, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,542091
"Lawrence, AR",2,Population (persons) 1/,Number of persons,2018,16279
"Lawrence, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33300
"Lee, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,246104
"Lee, AR",2,Population (persons) 1/,Number of persons,2018,8976
"Lee, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,27418
"Lincoln, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,353594
"Lincoln, AR",2,Population (persons) 1/,Number of persons,2018,13155
"Lincoln, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,26879
"Little River, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,417349
"Little River, AR",2,Population (persons) 1/,Number of persons,2018,12186
"Little River, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34248
"Logan, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,720697
"Logan, AR",2,Population (persons) 1/,Number of persons,2018,21448
"Logan, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33602
"Lonoke, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,2901587
"Lonoke, AR",2,Population (persons) 1/,Number of persons,2018,73655
"Lonoke, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,39394
"Madison, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,571193
"Madison, AR",2,Population (persons) 1/,Number of persons,2018,16285
"Madison, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,35075
"Marion, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,503648
"Marion, AR",2,Population (persons) 1/,Number of persons,2018,16688
"Marion, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,30180
"Miller, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1445751
"Miller, AR",2,Population (persons) 1/,Number of persons,2018,42938
"Miller, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33671
"Mississippi, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1346368
"Mississippi, AR",2,Population (persons) 1/,Number of persons,2018,41600
"Mississippi, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,32365
"Monroe, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,224616
"Monroe, AR",2,Population (persons) 1/,Number of persons,2018,7032
"Monroe, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,31942
"Montgomery, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,265469
"Montgomery, AR",2,Population (persons) 1/,Number of persons,2018,8488
"Montgomery, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,31276
"Nevada, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,276030
"Nevada, AR",2,Population (persons) 1/,Number of persons,2018,8424
"Nevada, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,32767
"Newton, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,225334
"Newton, AR",2,Population (persons) 1/,Number of persons,2018,7446
"Newton, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,30262
"Ouachita, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,874167
"Ouachita, AR",2,Population (persons) 1/,Number of persons,2018,23131
"Ouachita, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,37792
"Perry, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,364987
"Perry, AR",2,Population (persons) 1/,Number of persons,2018,10099
"Perry, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,36141
"Phillips, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,572515
"Phillips, AR",2,Population (persons) 1/,Number of persons,2018,17318
"Phillips, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33059
"Pike, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,345645
"Pike, AR",2,Population (persons) 1/,Number of persons,2018,10270
"Pike, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33656
"Poinsett, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,770891
"Poinsett, AR",2,Population (persons) 1/,Number of persons,2018,23554
"Poinsett, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,32729
"Polk, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,609716
"Polk, AR",2,Population (persons) 1/,Number of persons,2018,19588
"Polk, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,31127
"Pope, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,2213309
"Pope, AR",2,Population (persons) 1/,Number of persons,2018,62789
"Pope, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,35250
"Prairie, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,293621
"Prairie, AR",2,Population (persons) 1/,Number of persons,2018,8330
"Prairie, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,35249
"Pulaski, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,19568805
"Pulaski, AR",2,Population (persons) 1/,Number of persons,2018,397061
"Pulaski, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,49284
"Randolph, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,597119
"Randolph, AR",2,Population (persons) 1/,Number of persons,2018,18350
"Randolph, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,32541
"St. Francis, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,691130
"St. Francis, AR",2,Population (persons) 1/,Number of persons,2018,24091
"St. Francis, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,28688
"Saline, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,5097509
"Saline, AR",2,Population (persons) 1/,Number of persons,2018,120918
"Saline, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,42157
"Scott, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,321052
"Scott, AR",2,Population (persons) 1/,Number of persons,2018,9999
"Scott, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,32108
"Searcy, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,216048
"Searcy, AR",2,Population (persons) 1/,Number of persons,2018,7886
"Searcy, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,27396
"Sebastian, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,5208676
"Sebastian, AR",2,Population (persons) 1/,Number of persons,2018,127699
"Sebastian, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,40789
"Sevier, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,552200
"Sevier, AR",2,Population (persons) 1/,Number of persons,2018,16257
"Sevier, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,33967
"Sharp, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,584637
"Sharp, AR",2,Population (persons) 1/,Number of persons,2018,17109
"Sharp, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,34171
"Stone, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,380590
"Stone, AR",2,Population (persons) 1/,Number of persons,2018,12295
"Stone, AR",3,Per capita personal income (dollars) 2/,Dollars,2018,30955
"Union, AR",1,Personal income (thousands of dollars),Thousands of dollars,2018,1694701
"Union, AR",2,Population (persons) 1/,Number of persons,2018,39710
